Iteration_Step	Fidelity_BO	alpha_norm	th_W_ratio_norm	alpha_actual	th_W_ratio_actual	Objective_Negated	Objective_Actual	Execution_Time_s
Initial	0.0	0.8583665763596025	0.05804586337654777	4.539691373168708	0.00152241277038893	-39.477012768890795	39.477012768890795	310.9996461868286
Initial	0.0	0.7720755760381697	0.8809241091627682	4.259245622124052	0.008928316982464914	10000000000.0	-10000000000.0	1255.3039066791534
Initial	1.0	0.0019830213983195732	0.6302987336580552	1.7564448195445386	0.006672688602922498	-0.0003262292480187537	0.0003262292480187537	228.6883406639099
Initial	1.0	0.5963324571866815	0.07340988172038604	3.688080485856715	0.0016606889354834745	-0.01624244929436432	0.01624244929436432	642.8706004619598
Initial	1.0	0.15039969272169967	0.471782980943344	2.238799001345524	0.005246046828490097	-0.0017865234531432132	0.0017865234531432132	404.33815908432007
Iter_1	1.0	1.0	0.7933702326051638	5.0	0.008140332093446476	-0.0002967578473483277	0.0002967578473483277	1542.7296376228333
Iter_2	1.0	0.5699143337950007	0.78477226622816	3.602221584833752	0.008062950396053441	-0.00028519421361458176	0.00028519421361458176	1082.5544798374176
Iter_3	1.0	0.7790155538550088	0.6862780269670459	4.281800550028779	0.007176502242703413	-0.0002939366426867031	0.0002939366426867031	1744.6423790454865
Iter_4	1.0	0.33255221951320196	0.5285574218903759	2.830794713417906	0.0057570167970133835	-0.0005836850199155113	0.0005836850199155113	488.1353452205658
Iter_5	1.0	0.8747670723363037	1.0	4.592992985092987	0.010000000000000002	-0.00021646275307216355	0.00021646275307216355	1874.8146283626556
Iter_6	1.0	0.7045131965613681	0.3031046550886086	4.039667888824447	0.003727941895797478	-0.0012048297788565916	0.0012048297788565916	761.0545060634613
Iter_7	1.0	0.030369728490771963	0.9999491519450145	1.8487016175950088	0.00999954236750513	-0.00019272518538606382	0.00019272518538606382	471.4245455265045
Iter_8	1.0	0.6704914491180588	0.24149046953830397	3.929097209633691	0.003173414225844736	-0.0019641019876038765	0.0019641019876038765	774.8534514904022
Iter_9	1.0	0.47568227379635347	0.5824020157677983	3.2959673898381485	0.006241618141910185	-0.00041816671281791725	0.00041816671281791725	814.9261929988861
Iter_10	1.0	0.5924497844218655	0.8510727078405493	3.675461799371063	0.008659654370564946	-0.0002499574092072117	0.0002499574092072117	926.689103603363
Recommendation_Model	1.0	0.16731785952668868	0.0	2.293783043461738	0.001	-2.885684270530605	2.885684270530605	310.9525079727173
