% Model:              Untitled.mph
% Version:            COMSOL 6.3.0.335
% Date:               Mar 27 2025, 14:44
% Dimension:          2
% Nodes:              2626
% Expressions:        0
% Description:        
% Length unit:        m
% x                       y
0.0858365941291222        -0.950777012633112
0.06951836212282445       -0.9716860255224696
0.13903910833611471       -0.9706937443569924
0.04495412684022698       -0.9502627602533285
0                         -0.9716860255224695
0                         -0.9379802137355473
0.14758786793831413       -0.9508843647912961
0.20859021948889286       -0.9696237475162353
0.21410658012190148       -0.9474253680374449
0.27815451449394707       -0.9685871986717678
0.2860050991095361        -0.9453313802916015
0.34772603907440847       -0.9676190048420997
0.13689989241071243       -0.9285783106798846
0.07006922287471534       -0.9182269190541043
0                         -0.8869131768635354
0.0579502462349356        0.9523609514684694
0.06952355114319379       0.9699647041949646
0                         0.9699647041949648
0                         0.9402327819642868
0.13170473266844612       0.9475559183644515
0.13904869404238077       0.9691371506331631
0.35666079716909826       -0.9452521214648152
0.4173045550837937        -0.9667510517335178
0.34594390458876934       -0.9195143915695567
0.19153143238212547       -0.9197574592572083
0.2635248854994525        -0.9129695553330716
0.14534660145669426       -0.8860086676755303
0.07833178263151816       -0.8588848986011102
0                         -0.8358461399915236
0.4247390481407429        -0.9431392166765259
0.48689008700579783       -0.9660590392137103
0                         0.8953188528638913
0.07560468542902847       0.9181940379766973
0.2017629842940143        0.9464970264959419
0.20859759993558188       0.9682260656153716
0.15134076219004294       0.9213378214513073
0.2725374546081253        0.9441632696204418
0.2781575711981633        0.9672608479499744
0.3477285067205603        0.9663141802430999
0.3435514902244905        0.9426718234521683
0.41657339969437474       -0.9152580763714961
0.3790568098944403        -0.8803637660174259
0.31204728261454134       -0.865739333665514
0.2264898147501546        -0.8648952395689365
0.16765646081689164       -0.8126011141667645
0                         -0.7244792617621867
0.08794500821209418       -0.763888512490024
0.4939009396883117        -0.9411970938441697
0.5564785588038796        -0.9655985445149355
0.48050624633146266       -0.9116850980947108
0.563901535708929         -0.9397873601104283
0.6260645370888744        -0.9653535337811064
0                         0.8271775658669225
0.07654499434506959       0.8542124793478972
0.12954981593122927       0.8859677801374264
0.21604737523767772       0.919665079608626
0.18111450044858834       0.8842163918202367
0.28984814969249045       0.9119307396942004
0.4118192770995188        0.9414535044007416
0.41730962943937805       0.9655052216105332
0.3562545510519773        0.9125312403997246
0.0940237342292594        -0.6439439922254635
0                         -0.5773198270601458
0.10577845393270142       -0.4769176663838412
0                         -0.41294041506043366
0.10571000518221296       -0.3332374206672277
0                         -0.2657112351403645
0.44410927606606865       -0.8605238967742372
0.3738733608189741        -0.8207839058516156
0.2784569087874054        -0.7776180137017311
0.18765807159489592       -0.7075756681930964
0.5497188763784263        -0.9094915363978253
0.5125922385139918        -0.8662993834046577
0.6319257998054961        -0.9385509775093185
0.695645210040626         -0.9652646423370026
0.6169983114043177        -0.9058863263932759
0.7652203669889166        -0.9652781648293809
0.7007071519229691        -0.9391295263105593
0.10640031823384488       -0.2001023635160755
0                         -0.13285561757018183
0.087340687585698         0.7625582839559465
0                         0.7152957414006735
0.16845739524282996       0.821792858041838
0.24187394027525475       0.8666431681142194
0.3202691830604588        0.8609718764460875
0.10660635099121651       -0.06658342483136259
0                         8.881784197001252E-16
0.10639090803040528       0.06680164897423346
0                         0.1328556175701836
0.10556363082583138       0.20016838695394204
0                         0.2657112351403661
0.1041906964162227        0.3328331595842317
0                         0.41761268767792403
0.10267833916423838       0.47222132600474537
0                         0.5673168508144784
0.09460389094775029       0.6407832453990613
0.47779336122725324       0.9397141231296539
0.4868959131307756        0.9649061313780015
0.42480281767807215       0.9111653681718115
0.3836049880328212        0.8736158783252583
0.20308247993525083       -0.5532108567441166
0.21002255425760963       -0.4016164886203395
0.21305389879426528       -0.2688588223273874
0.435759504202409         -0.7875662569073223
0.5087039321162173        -0.7972949066445967
0.382088412108065         -0.7198579006377089
0.30120144814952804       -0.6467555037035563
0.5799960417937408        -0.8527361634033223
0.6872760348638159        -0.9075454237800029
0.6500377112594022        -0.8656966635829744
0.7714017651248489        -0.9399135088995693
0.8347892999310043        -0.965361090690039
0.7551169250685785        -0.9100776280446704
0.21385775745558455       -0.13451530383014215
0.18520146356830347       0.7127388711623733
0.2784652445134033        0.7756960503380679
0.37364389104323714       0.807501728784
0.2136721605709636        -3.157921403534996E-5
0.21246010180182937       0.13436432798430778
0.21024180668598502       0.2683152483618502
0.20683331045635084       0.401133772635777
0.1974548261356054        0.5496722704199443
0.5479116226968233        0.938527217645671
0.5564823448340146        0.9645056349220126
0.49367879814363774       0.9052054377327533
0.4504622777970222        0.848293663856972
0.842441987962546         -0.9400677587848958
0.9043495681385488        -0.9654596843553418
0.31402491676109384       -0.4853665271976659
0.32048500665387986       -0.34017104658622627
0.32237382825618877       -0.20406694429216807
0.4712702017280371        -0.7101666785070326
0.5790161869983045        -0.7796102543625322
0.543175062619335         -0.7209461041374619
0.4319690489620361        -0.5762570451549953
0.6468568004121349        -0.7995509283280303
0.7189043011792516        -0.8487797795402043
0.8265794521087236        -0.9093665858556541
0.7899376767098945        -0.8658311461802779
0.3220790616656099        -0.06811733186211916
0.2879121998882102        0.6421249792801083
0.3733213173321308        0.7066078864028835
0.4359762280614943        0.7757295048041205
0.32062334361559447       0.067727993177968
0.31815239020059144       0.20324011175729426
0.31414785827288394       0.33813366590416283
0.30391049368011974       0.48227341952296543
0.6204542259640669        0.9381260824571996
0.6260676150639505        0.9642719033836753
0.5631404219460616        0.9052566164466016
0.5244440936313756        0.8586264195024574
0.5212895357473379        0.7785526349056426
0.9111915376885908        -0.940599482621459
0.9739038377000921        -0.9654404370796239
0.8935473203106632        -0.9093395833783404
0.9804703421701031        -0.9399124185344371
1.0434639412797422        -0.9652571011583865
1.052396409434477         -0.9393936830041953
1.1130381401224376        -0.9650856294516679
0.4320604599052508        -0.1376177047214307
0.4297699274541015        -0.4162943872257316
0.4340438563639017        -0.27675591763497526
0.536056281290172         -0.6175191210459672
0.6208287109639439        -0.70013956012718
0.5311538596433403        -0.48659244727717227
0.7108448228269356        -0.7529481124989545
0.7881371353809005        -0.7976508164805117
0.8586242594413703        -0.8485329741216179
0.4299009826787554        7.034314977934451E-6
0.3976771232901524        0.5631122807986652
0.46625321719628743       0.6754827744123391
0.4274335842030335        0.13695619306852075
0.4234265437775379        0.2741388317964798
0.41530466029804985       0.41022981019636445
0.6896461024725424        0.9376370849673403
0.6956524142070839        0.9641939277357039
0.6371175602997368        0.9039208367623626
0.6013922419471254        0.8432911830267777
0.7581996165655737        0.9373697547614737
0.7652364370025734        0.964280072086956
0.5658924386507158        0.6541158484018373
0.6192083820992503        0.7439027325718084
0.5401226163571007        -0.06827838044165434
1.1244621666770929        -0.9394277019183822
1.1826201395708684        -0.9651060912487788
0.9676910371740168        -0.9091827047813273
0.9296672332384361        -0.8654250231973315
1.0347515494882245        -0.9062080942055704
1.1029658568823313        -0.9020567984798594
0.5438372684490915        -0.20708005368532378
0.5585360218543539        -0.3531226455366981
0.6329370601449107        -0.5574787058486768
0.7014008262456425        -0.6451331519834396
0.6382377528970677        -0.45827204766781704
0.7941597327154694        -0.6842326127784886
0.856348852081366         -0.7687064493385383
0.9252026734802796        -0.7956179906285584
0.5370011438823665        0.06954197499868393
0.5208435257580832        0.5187343551201498
0.5341156945979436        0.20782627905026718
0.5312611225197311        0.3485252159991978
0.7031227687001647        0.9039852997680904
0.6754998434852248        0.8589526721347525
0.6808493748135005        0.796238601904779
0.8290916436279856        0.9378874960628495
0.8348173414052887        0.964526361325396
0.7755637486113032        0.9046449615535552
0.9043922725910332        0.9648944839349527
0.8994887025117309        0.9381293746345274
0.6206611856501625        0.5540325464815284
0.6441150989937461        0.6404898731040626
0.7016584378935354        0.6940696376730895
1.1947356800177755        -0.9385910970959455
1.2521991212406913        -0.9653010238850156
0.6508708400343086        -0.1328113766413047
0.6466234316238023        0.0024350299464876725
1.1781697025080828        -0.902356852831441
1.0018193314025674        -0.8468112781484293
1.074019586502194         -0.8582464147338659
1.1398308103714978        -0.8444764184551494
0.6595765251357751        -0.26257893068286164
0.6722415661690113        -0.36422510650041506
0.7448786604035191        -0.5391108458853006
0.7299583435305381        -0.4230778733231245
0.8578941816987369        -0.5610856492971579
0.91307781421679          -0.685852889610425
0.9916785505011476        -0.7583793293550088
0.6436885290416806        0.13850035535041724
0.6488549327014832        0.42564200955111614
0.6417359659660407        0.27941844395565746
0.7460354522691885        0.84673031205855
0.7592946710654701        0.7475907376275032
0.8482928534052867        0.903652968409496
0.814477512880589         0.8622095696668649
0.9674203305918156        0.9391975478620525
0.9739586905163363        0.9653291496099466
0.9192509621139364        0.9059174599988367
0.7125426485668733        0.5657248567236673
0.7692799608561034        0.6462754656521243
1.0346382364837439        0.9402157804365152
1.0435149674799429        0.9657429188749869
1.2660161387331417        -0.9382864771827037
1.3217701446340748        -0.9655908386365644
1.3424083777602527        -0.9411092371168679
1.3913307811166937        -0.965907630127617
1.2522270195520302        -0.9026360125251054
0.7590008683455154        -0.19490515436686903
0.7561223146267819        -0.06191864548909354
0.7519097651847871        0.0695998919299566
1.2189641565609468        -0.8487108477938337
1.080155363443327         -0.772647714424215
1.1804466695475686        -0.7757259733976567
0.9478458842517317        -0.5732549902151161
0.7729725859623703        -0.3233292473665593
0.8229758666965514        -0.4379291727411247
0.9213770462629907        -0.46331987100727823
1.0335945007949472        -0.6553942275651581
0.7624445950749374        0.4455420285433398
0.7506784162677089        0.20225084460407183
0.7528310715843317        0.3346780292963258
0.8219334899688713        0.7964434379603755
0.8355305178357956        0.6923754164880308
0.8857157493514627        0.8453611591772308
0.9858073403234491        0.9053561293082074
0.9538254016443055        0.8623328250583835
0.8407843287981455        0.5540224360604102
1.1051863440900105        0.9412519334604476
1.1130642810481512        0.9660114546865182
1.0540398473923764        0.9066264569674404
1.1752295154372323        0.9420743294120675
1.1826137219288495        0.9660988036535161
1.4026434944859494        -0.9413047832431272
1.4608817821212716        -0.9661210177791342
1.4713475496715709        -0.9417209515422225
1.5304305466789163        -0.9661365478297136
1.3176804106038826        -0.9006200286692053
1.3862939630979652        -0.906073463905015
1.2932858808771854        -0.8444720809988087
0.8546385980377533        -0.23740343680272344
0.8656749334890703        -0.12589324017036926
0.8547952778087359        0.13358358905684478
0.8595441754797312        0.0027572950279050414
1.2625418729335047        -0.7736422471771942
1.1396980949833666        -0.6695003593142372
1.2291541529731296        -0.6797916402821353
1.018360864814966         -0.5160252741553563
0.9124974303055009        -0.3431766837498126
0.9995471687867052        -0.4115587760141479
